"e1085a359f7b1e30e13a9daee4e3cc9ad03fc19a","['http://bounce.zoom.com/']"
"f4cf91afcd8b80a32f37e258b7fca4a3659376e0","['http://sanghi.geosafepro.com/sanghi-cement/order-conf']"
"c18368963ea59d213b5318e4453be418c76bbfd5","['https://repository.jboss.org/nexus/content/repositories/m2-proxy/io/fabric8/archetypes/karaf-secure-rest-archetype/1.2.0.redhat-630-SNAPSHOT/karaf-secure-rest-archetype-1.2.0.redhat-630-20160610.004823-46-sources.jar']"
"50f84f4e13c393db7449823237b585959e063d3e","['https://uploads.strikinglycdn.com/files/d04f359b-6072-46eb-b402-b0c1fe547969/72028939150.pdf']"
"2bd5d3118945a129ce12b1bb5bb24854ec3c1637","['https://entrustdatacardcorp-my.sharepoint.com/personal/charles_lindsay_entrust_com/documents/escalations/southwest%20heritage/2024-10-17_extensionlogfile.log']"
"f0f72823ac80e4ad8fa9af3eb376f1ebbd0c1928","['http://repo1.maven.org/maven2/org/apache/cxf/cxf-rt-rs-security-cors/3.2.5/cxf-rt-rs-security-cors-3.2.5.jar']"
"f2491951e0b3392fe9424202187b577c6155cc7d","['https://repo.hortonworks.com/repository/releases/org/apache/hive/hive-jdbc/3.1.0.3.0.1.19-3/hive-jdbc-3.1.0.3.0.1.19-3-standalone.jar']"
"e2d3c65d8e85a5ca84c352011aec0d47abb9536d","['http://nsdapao.info/']"
"66d4d01d337b185326363362c22afbd9a9c1ff1a","['http://ray-bans-sunglasses.us.com/rb2515-c-77_102_103.html?zenid=bv0aolj2767n8qaub2fgt8dt11']"
"22eddb6de9608c78dc616c9caa1393ef5acc00fa","['https://repo1.maven.org/maven2/org/sakaiproject/edu-services/course-management/coursemanagement-api/12.4/coursemanagement-api-12.4-javadoc.jar']"
"17373152cc2fa192a4c298dc2475995fb485a258","['http://puskastermekek.net/tmp/colour.print/wells']"
"81a71b3e08e4a77aee5c490fc45a70de8cba097e","['http://wsus.ds.download.windowsupdate.com/c/msdownload/update/software/defu/2017/04/am_delta_patch_1.239.1485.0_39a367e15977f247c4744e4dd5b541326afb5ac6.exe']"
"4f533984ce24620de7b270898573dadff9e45dcc","['http://88088.com/bznews/57685.shtml']"
"bb0edf91cffb66c9314c509be2cda288b1d038e2","['https://yvcc-onmicrosoft-com.access.mcas.ms/aad_login']"
"8fb4ee8155f0ddd516a9753b31ea00083b269994","['http://www.zxcshop.top/tu90/']"
"f2c7725d755b28d4cff82f2619795d808ed1edc7","['https://static.s123-cdn.com/uploads/4665582/normal_61b374b3d9972.pdf']"
"92d1ade824b534adbae8730c9eae203c50dff50a","['https://oss.jfrog.org/artifactory/jcenter/biz/lobachev/annette/persons-api-gateway_2.13/0.4.1/persons-api-gateway_2.13-0.4.1-sources.jar']"
"902227e867cdd2e3fcb2d653313b98fc1abaefe6","['https://oss.jfrog.org/artifactory/jcenter-remote-cache/be/c4j/ee/security/octopus/octopus-jsf-core/0.9.7.1/octopus-jsf-core-0.9.7.1-sources.jar']"
"22239cd6acdd655b3b2a4b2cda4bb416decaea60","['https://repo1.maven.org/maven2/org/wso2/carbon/apimgt/org.wso2.carbon.apimgt.throttle.policy.deployer/9.2.68/org.wso2.carbon.apimgt.throttle.policy.deployer-9.2.68-sources.jar']"
"049983b7291d7cc2a4c5376a9fe3b1814697e5f5","['http://coronaviruspublicadjuster.com/']"
"a7f310d57783c8e0f272441750c50c4608e510fb","['http://laprivatecarservice.com/','http://laprivatecarservice.com/']"
"90f523e051c15bba64327936bf51765814f2f69d","['https://falcon.crowdstrike.com/activity-v2/detections/616adb14d69a4bdcaa3feca94686ba88:ind:71916b4c365744959449cf039e5f23d1:4085124631314-5728-863760?_cid=g03000e55e725mkjdbfgezr7vbyb73tm','https://falcon.crowdstrike.com/activity-v2/detections/616adb14d69a4bdcaa3feca94686ba88:ind:71916b4c365744959449cf039e5f23d1:4085124631314-5728-863760?_cid=g03000e55e725mkjdbfgezr7vbyb73tm']"
"86c7d2f7f1f684b010165144f8a7e6bfe540042c","['http://wj1.chuangyuanhy.com/chaxunye/biaodan.php','http://wj1.chuangyuanhy.com/chaxunye/biaodan.php']"
"53db6b59afee6d9cbcfd40c3c28e8929acf2043b","['https://cdn-cms.f-static.net/uploads/4380084/normal_60c6b69eb4d6e.pdf','https://cdn-cms.f-static.net/uploads/4380084/normal_60c6b69eb4d6e.pdf']"
"803b678335399ec479958b17f6f975f21ad3b0e9","['https://cdn-cms.f-static.net/uploads/4404112/normal_5fa21729d62a0.pdf','https://cdn-cms.f-static.net/uploads/4404112/normal_5fa21729d62a0.pdf']"
"90a29f7475b270f2f131027bdb4e75e0a228dea2","['http://b01ec662-dec5-4f54-b977-8708717d6054.filesusr.com/ugd/07e02c_31739aa61bcd4ca6bbbc5d151be61a28.pdf?index=true','http://b01ec662-dec5-4f54-b977-8708717d6054.filesusr.com/ugd/07e02c_31739aa61bcd4ca6bbbc5d151be61a28.pdf?index=true']"
"d0ada7661f9b526f13f2c1e32135e06e94dab0d2","['https://www.google.com/u=','https://www.google.com/u=']"
"81570ba2b84c4ee36142f3ce648bd2310ecfe69d","['http://worldtrip-eng.total-flame.com/application/views/blog/userfiles/file/nerazikepogipobojesiri.pdf','http://worldtrip-eng.total-flame.com/application/views/blog/userfiles/file/nerazikepogipobojesiri.pdf']"
"9eaeda7ab401fe26c69578f2e31f4e2402261974","['http://ekr.zdassets.com/','http://ekr.zdassets.com/','http://ekr.zdassets.com/']"
"0159b0645a553f38e19a0a9598fe083f84b76190","['http://afrodiva.communication-pro.fr/public/846/contenu/file/lubevutunuje.pdf','http://afrodiva.communication-pro.fr/public/846/contenu/file/lubevutunuje.pdf']"
"907c562ec5214805b03ac04e777a9110b902a4e0","['https://urldefense.com/v3/__https:/cc-Qn04.na1.hs-sales-engage.=','https://urldefense.com/v3/__https:/cc-Qn04.na1.hs-sales-engage.=']"
